customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
10346,34,30-39,housemaid,divorced,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10347,41,40-49,blue-collar,married,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
10348,45,40-49,blue-collar,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
10349,32,30-39,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10350,36,30-39,entrepreneur,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10351,53,50-59,admin.,single,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
10352,57,50-59,admin.,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10353,24,17-29,technician,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10354,55,50-59,admin.,divorced,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10355,24,17-29,technician,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10356,34,30-39,unemployed,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10357,34,30-39,unemployed,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
10358,56,50-59,self-employed,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10359,29,17-29,admin.,married,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10360,47,40-49,management,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10361,47,40-49,management,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10362,29,17-29,services,married,basic.6y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10363,36,30-39,blue-collar,divorced,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10364,44,40-49,management,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10365,19,17-29,student,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10366,43,40-49,admin.,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10367,50,50-59,management,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10368,55,50-59,admin.,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10369,33,30-39,admin.,single,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
10370,30,30-39,self-employed,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10371,27,17-29,unemployed,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10372,36,30-39,admin.,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10373,54,50-59,blue-collar,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10374,19,17-29,student,single,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10375,31,30-39,unemployed,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10376,53,50-59,admin.,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10377,34,30-39,entrepreneur,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10378,35,30-39,blue-collar,divorced,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10379,35,30-39,services,divorced,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10380,58,50-59,unemployed,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
10381,45,40-49,services,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10382,22,17-29,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10383,41,40-49,admin.,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
10384,32,30-39,self-employed,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10385,38,30-39,unemployed,divorced,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10386,37,30-39,management,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10387,33,30-39,management,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10388,42,40-49,blue-collar,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10389,56,50-59,blue-collar,unknown,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10390,36,30-39,blue-collar,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10391,32,30-39,management,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10392,29,17-29,student,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10393,22,17-29,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10394,51,50-59,housemaid,divorced,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10395,44,40-49,management,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10396,34,30-39,housemaid,divorced,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10397,71,60+,retired,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10398,47,40-49,admin.,married,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10399,48,40-49,admin.,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10400,25,17-29,student,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10401,45,40-49,housemaid,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10402,47,40-49,management,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10403,48,40-49,unemployed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10404,47,40-49,technician,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10405,29,17-29,student,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10406,33,30-39,blue-collar,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10407,75,60+,housemaid,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10408,47,40-49,technician,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10409,57,50-59,retired,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
10410,40,40-49,blue-collar,single,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
10411,49,40-49,technician,married,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10412,48,40-49,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10413,37,30-39,entrepreneur,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10414,40,40-49,housemaid,married,basic.6y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
10415,49,40-49,admin.,divorced,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10416,40,40-49,blue-collar,single,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10417,49,40-49,admin.,single,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10418,30,30-39,student,single,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
10419,38,30-39,technician,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10420,37,30-39,technician,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10421,41,40-49,admin.,single,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
10422,38,30-39,blue-collar,married,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
10423,37,30-39,blue-collar,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10424,46,40-49,entrepreneur,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
10425,46,40-49,blue-collar,single,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
10426,55,50-59,retired,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10427,34,30-39,blue-collar,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10428,34,30-39,management,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10429,45,40-49,services,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10430,46,40-49,entrepreneur,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
10431,27,17-29,unemployed,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10432,42,40-49,blue-collar,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10433,22,17-29,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10434,37,30-39,blue-collar,single,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10435,42,40-49,services,divorced,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10436,22,17-29,admin.,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10437,44,40-49,blue-collar,single,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10438,38,30-39,management,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10439,31,30-39,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10440,34,30-39,technician,divorced,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
10441,29,17-29,admin.,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10442,39,30-39,admin.,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10443,34,30-39,self-employed,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10444,36,30-39,technician,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
10445,46,40-49,entrepreneur,married,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10446,60,60+,retired,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10447,31,30-39,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10448,28,17-29,entrepreneur,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10449,25,17-29,self-employed,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10450,68,60+,retired,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
10451,49,40-49,entrepreneur,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10452,42,40-49,blue-collar,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10453,32,30-39,technician,divorced,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10454,36,30-39,management,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10455,46,40-49,entrepreneur,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10456,36,30-39,blue-collar,divorced,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10457,36,30-39,unemployed,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
10458,36,30-39,blue-collar,single,professional.course,professional,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10459,34,30-39,services,single,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10460,42,40-49,admin.,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10461,56,50-59,blue-collar,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10462,59,50-59,self-employed,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10463,39,30-39,entrepreneur,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10464,53,50-59,blue-collar,married,high.school,secondary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10465,46,40-49,entrepreneur,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10466,47,40-49,technician,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10467,53,50-59,blue-collar,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10468,59,50-59,self-employed,married,professional.course,professional,no,unknown,unknown,unknown,unknown,exposure unknown
10469,41,40-49,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10470,42,40-49,blue-collar,single,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
10471,43,40-49,technician,divorced,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
10472,30,30-39,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10473,46,40-49,entrepreneur,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10474,73,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10475,35,30-39,technician,single,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10476,42,40-49,services,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10477,40,40-49,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10478,41,40-49,blue-collar,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10479,57,50-59,entrepreneur,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10480,57,50-59,management,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10481,42,40-49,management,single,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
10482,36,30-39,technician,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10483,52,50-59,admin.,divorced,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10484,46,40-49,entrepreneur,married,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10485,38,30-39,blue-collar,divorced,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10486,68,60+,retired,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10487,40,40-49,retired,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10488,37,30-39,services,divorced,high.school,secondary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10489,36,30-39,management,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10490,58,50-59,services,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10491,45,40-49,technician,single,professional.course,professional,no,unknown,unknown,unknown,unknown,exposure unknown
10492,35,30-39,admin.,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10493,49,40-49,unemployed,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
10494,57,50-59,entrepreneur,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10495,34,30-39,admin.,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10496,57,50-59,entrepreneur,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10497,43,40-49,services,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10498,38,30-39,blue-collar,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
10499,48,40-49,services,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10500,36,30-39,services,single,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
10501,19,17-29,student,single,unknown,unknown,no,unknown,unknown,unknown,unknown,exposure unknown
10502,21,17-29,services,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10503,45,40-49,services,married,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
10504,53,50-59,housemaid,married,basic.6y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
10505,73,60+,retired,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10506,56,50-59,services,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10507,55,50-59,services,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
10508,48,40-49,retired,divorced,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10509,40,40-49,self-employed,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10510,33,30-39,blue-collar,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10511,39,30-39,unemployed,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10512,53,50-59,blue-collar,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10513,71,60+,retired,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10514,75,60+,retired,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10515,23,17-29,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10516,57,50-59,management,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10517,53,50-59,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10518,45,40-49,admin.,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10519,53,50-59,management,divorced,university.degree,tertiary,unknown,unknown,unknown,unknown,unknown,exposure unknown
10520,38,30-39,admin.,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10521,34,30-39,entrepreneur,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10522,38,30-39,self-employed,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10523,37,30-39,services,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10524,56,50-59,housemaid,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10525,33,30-39,housemaid,single,high.school,secondary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10526,37,30-39,blue-collar,single,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10527,53,50-59,management,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10528,40,40-49,blue-collar,married,basic.6y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
10529,30,30-39,technician,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10530,29,17-29,technician,single,basic.9y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
10531,25,17-29,self-employed,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10532,35,30-39,technician,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10533,25,17-29,self-employed,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10534,21,17-29,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10535,36,30-39,technician,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10536,51,50-59,blue-collar,divorced,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10537,45,40-49,services,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10538,21,17-29,self-employed,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10539,21,17-29,self-employed,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10540,50,50-59,entrepreneur,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10541,38,30-39,admin.,unknown,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10542,48,40-49,services,divorced,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10543,23,17-29,student,single,university.degree,tertiary,no,unknown,unknown,unknown,unknown,exposure unknown
10544,39,30-39,technician,single,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10545,53,50-59,management,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
10546,34,30-39,admin.,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10547,46,40-49,blue-collar,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10548,24,17-29,admin.,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10549,41,40-49,admin.,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
10550,39,30-39,services,single,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10551,43,40-49,technician,divorced,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
10552,37,30-39,blue-collar,married,basic.4y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
10553,25,17-29,self-employed,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10554,35,30-39,admin.,divorced,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10555,37,30-39,blue-collar,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
10556,69,60+,retired,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10557,36,30-39,blue-collar,single,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
10558,69,60+,retired,divorced,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10559,46,40-49,services,divorced,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10560,35,30-39,admin.,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10561,32,30-39,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10562,52,50-59,entrepreneur,divorced,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
10563,33,30-39,housemaid,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10564,42,40-49,services,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10565,57,50-59,self-employed,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10566,41,40-49,admin.,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10567,23,17-29,student,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10568,36,30-39,technician,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10569,24,17-29,admin.,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10570,31,30-39,blue-collar,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
10571,37,30-39,services,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10572,49,40-49,entrepreneur,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10573,60,60+,retired,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10574,47,40-49,blue-collar,married,basic.9y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
10575,38,30-39,admin.,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10576,33,30-39,technician,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
10577,33,30-39,blue-collar,divorced,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10578,38,30-39,entrepreneur,single,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10579,64,60+,retired,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10580,75,60+,retired,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10581,64,60+,retired,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10582,78,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10583,44,40-49,unknown,divorced,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10584,47,40-49,housemaid,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10585,61,60+,retired,married,professional.course,professional,no,unknown,unknown,unknown,unknown,exposure unknown
10586,70,60+,retired,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10587,78,60+,retired,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10588,65,60+,self-employed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10589,65,60+,retired,married,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
10590,20,17-29,student,single,unknown,unknown,no,yes,yes,housing loan,personal loan,housing + personal loan
10591,47,40-49,housemaid,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10592,85,60+,retired,married,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
10593,64,60+,retired,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10594,23,17-29,admin.,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10595,30,30-39,unemployed,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
10596,45,40-49,self-employed,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10597,45,40-49,technician,divorced,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
10598,64,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10599,57,50-59,management,divorced,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
10600,50,50-59,technician,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10601,61,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10602,65,60+,retired,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10603,60,60+,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
10604,30,30-39,student,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
10605,60,60+,blue-collar,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
10606,19,17-29,student,single,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
10607,34,30-39,unknown,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10608,62,60+,self-employed,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10609,53,50-59,retired,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10610,34,30-39,unknown,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
10611,61,60+,admin.,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
10612,52,50-59,blue-collar,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
10613,27,17-29,student,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10614,26,17-29,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10615,29,17-29,student,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10616,85,60+,retired,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
10617,80,60+,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
10618,64,60+,retired,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10619,64,60+,management,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
10620,66,60+,retired,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
